Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
SNI_oxy_1_2	14652.0	16231.0	18991.0	23309.0	32859.0	50402.0	86079.0	129289.0	212195.0	280596.0	958687.0	511027.0	509653.0	560522.0	662393.0	721215.0	762593.0	797164.0	822905.0	865497.0	869724.0	881855.0	867722.0	912648.0	952395.0	4903453.0	5448775.0
SNI_oxy_2_1	549.0	893.0	1060.0	1603.0	3026.0	5950.0	11221.0	19123.0	35524.0	63837.0	84956.0	102004.0	134511.0	163764.0	212284.0	254058.0	295532.0	337274.0	380583.0	433007.0	472557.0	517510.0	550970.0	601643.0	646249.0	7073457.0	10773711.0
SNI_oxy_2_2	23789.0	24599.0	26468.0	29197.0	31629.0	34807.0	41135.0	49329.0	67018.0	84420.0	123239.0	131140.0	173507.0	214122.0	274754.0	328139.0	380354.0	428142.0	474992.0	532895.0	574028.0	628025.0	675912.0	781730.0	965464.0	7419345.0	8658677.0
SNI_oxy_3_1	708.0	1279.0	1595.0	2275.0	4790.0	10241.0	21205.0	35960.0	68013.0	203034.0	194834.0	167949.0	194797.0	224098.0	266107.0	302584.0	322186.0	351726.0	367935.0	421514.0	421385.0	455466.0	469429.0	508086.0	551581.0	5555703.0	8814452.0
SNI_oxy_3_2	14347.0	14604.0	15375.0	17186.0	20169.0	25450.0	37002.0	52610.0	84733.0	117972.0	302174.0	200020.0	218371.0	253850.0	302557.0	346249.0	372026.0	406489.0	424906.0	482356.0	484611.0	524630.0	550406.0	628657.0	760309.0	5976513.0	7305360.0
SNI_oxy_4_1	1463.0	3279.0	5115.0	9492.0	21852.0	46386.0	106918.0	180124.0	309482.0	433125.0	515545.0	579285.0	637138.0	688580.0	753271.0	782283.0	782039.0	791132.0	773572.0	789577.0	753976.0	752567.0	732114.0	725643.0	709086.0	4553730.0	6336735.0
SNI_oxy_4_2	15140.0	17106.0	20614.0	26667.0	39943.0	64583.0	125426.0	199513.0	328507.0	426281.0	556656.0	597674.0	659330.0	717121.0	787317.0	823227.0	828707.0	839502.0	823310.0	838961.0	802763.0	802486.0	787206.0	811945.0	881109.0	4778064.0	5174351.0
Sham_Sal_1_1	2892.0	8049.0	12416.0	19335.0	40512.0	72414.0	142528.0	231594.0	415851.0	1807485.0	1386389.0	992286.0	1100887.0	1110895.0	1336250.0	1294216.0	1261277.0	1159242.0	1045669.0	920127.0	861647.0	823574.0	733376.0	644099.0	569410.0	3493197.0	5142866.0
Sham_Sal_1_2	20262.0	24475.0	29602.0	36234.0	58443.0	89173.0	159391.0	252247.0	432756.0	643045.0	2461864.0	1200044.0	1117286.0	1129371.0	1352220.0	1316131.0	1286783.0	1183481.0	1068567.0	945692.0	884003.0	838513.0	752858.0	699105.0	691789.0	3711861.0	4243287.0
Sham_Sal_2_1	591.0	1175.0	1617.0	2419.0	5146.0	11391.0	22712.0	41027.0	82259.0	147629.0	196680.0	242388.0	294075.0	342265.0	394256.0	445409.0	462205.0	499657.0	519587.0	568862.0	570178.0	600222.0	609005.0	637391.0	674758.0	6653852.0	10715367.0
Sham_Sal_2_2	21182.0	22489.0	25022.0	28031.0	32424.0	38772.0	50945.0	69851.0	112153.0	160980.0	240650.0	272238.0	332848.0	392209.0	458316.0	523357.0	551161.0	594971.0	618042.0	672593.0	676440.0	713966.0	740089.0	824564.0	1002081.0	7247030.0	8319719.0
Sham_Sal_3_1	824.0	1533.0	1962.0	2852.0	5681.0	11633.0	22549.0	38419.0	76094.0	254777.0	248278.0	218515.0	259490.0	301642.0	345107.0	397555.0	422646.0	464823.0	491408.0	558894.0	574750.0	622585.0	656581.0	709859.0	763638.0	7407906.0	12187791.0
Sham_Sal_3_2	15828.0	16559.0	18163.0	20161.0	24348.0	29903.0	41571.0	58911.0	97374.0	136933.0	392228.0	259568.0	289015.0	339605.0	393037.0	454637.0	489186.0	537582.0	567342.0	640681.0	659970.0	715804.0	765883.0	873090.0	1046781.0	8120092.0	10043540.0
Sham_Sal_4_1	1513.0	2846.0	4218.0	7768.0	15763.0	33800.0	69791.0	113880.0	199184.0	339379.0	395282.0	402384.0	457545.0	502425.0	561019.0	602971.0	628202.0	653410.0	680592.0	709605.0	707929.0	723511.0	720477.0	732825.0	746940.0	5574282.0	9167096.0
Sham_Sal_4_2	24548.0	26228.0	29686.0	35223.0	44069.0	61701.0	98379.0	143360.0	228143.0	296489.0	487068.0	441454.0	496414.0	553680.0	625982.0	682430.0	718721.0	751594.0	780621.0	812128.0	809326.0	829534.0	836538.0	896750.0	1028037.0	6022925.0	6993609.0
Sham_oxy_1_1	13980.0	33869.0	57570.0	73536.0	132470.0	195002.0	389967.0	585047.0	959255.0	1636657.0	1647313.0	1767082.0	1882488.0	1675894.0	1862689.0	1662548.0	1594052.0	1237523.0	1015425.0	824798.0	676815.0	629564.0	526505.0	432711.0	366940.0	1685771.0	2502387.0
Sham_oxy_1_2	27363.0	46466.0	70985.0	87546.0	146780.0	208963.0	404435.0	596161.0	966224.0	1323038.0	1935198.0	1791907.0	1865053.0	1667487.0	1850059.0	1657039.0	1590760.0	1230133.0	1010383.0	820167.0	676423.0	620635.0	520673.0	451410.0	431056.0	1946573.0	2124941.0
Sham_oxy_2_1	713.0	1108.0	1526.0	2522.0	5408.0	11230.0	24728.0	41835.0	74348.0	118515.0	153086.0	179389.0	230032.0	265524.0	340338.0	389632.0	446802.0	486186.0	529479.0	573737.0	606284.0	650177.0	667128.0	699244.0	685416.0	5851592.0	8356722.0
Sham_oxy_2_2	18073.0	18613.0	20340.0	22507.0	26015.0	32660.0	46264.0	64024.0	97191.0	125258.0	188986.0	200738.0	257341.0	300177.0	382790.0	440530.0	504442.0	546421.0	591802.0	637074.0	668796.0	715409.0	740529.0	812203.0	909329.0	6116359.0	6908830.0
Sham_oxy_3_1	996.0	1708.0	2419.0	4218.0	8387.0	17555.0	37721.0	66057.0	124438.0	199897.0	256356.0	307008.0	345315.0	384626.0	425670.0	466241.0	462875.0	487913.0	505363.0	545649.0	543075.0	563489.0	585084.0	620876.0	666707.0	5810651.0	10537828.0
Sham_oxy_3_2	15448.0	16394.0	18301.0	21560.0	26746.0	37074.0	57413.0	85954.0	145345.0	199714.0	297699.0	330691.0	374055.0	420356.0	475989.0	529570.0	538207.0	568207.0	590699.0	631396.0	634025.0	665082.0	702800.0	779434.0	947429.0	6356156.0	8512378.0
Sham_oxy_4_1	2190.0	4262.0	6587.0	11797.0	24869.0	51510.0	107372.0	177759.0	304545.0	500545.0	557259.0	609446.0	664204.0	711469.0	802791.0	831316.0	829889.0	828995.0	797026.0	805310.0	759083.0	755756.0	720693.0	697838.0	680026.0	4458895.0	6491269.0
Sham_oxy_4_2	18514.0	20323.0	23133.0	30191.0	43461.0	70751.0	126829.0	197690.0	324296.0	441790.0	647795.0	632314.0	685953.0	740099.0	837610.0	873837.0	878100.0	878604.0	847057.0	855033.0	807970.0	804099.0	775804.0	788185.0	855702.0	4785941.0	5201620.0
